name	chrom	h3k27me3_norm_sum	h3k36me3_norm_sum
LOC145694	chr15	7.37768302080658	1.16394811199589
LOC145783	chr15	2.73350775372332	1.18591002610164
LOC145845	chr15	11.8037141553911	1.00235257600448
LOC283683	chr15	4.96339740389416	0.971542685971043
LOC283710	chr15	2.06825554542279	5.2586351613152
LOC283731	chr15	15.7083420855214	0.709302325581395
LOC338963	chr15	10.3666660616072	1.10725889891271
LOC400464	chr15	2.88743857493857	2.33986486486487
LOC440300	chr15	3.33616767360334	1.31103155068248
LOC440311	chr15	1.66447015180358	3.45951090935715
LOC642131	chr15	2.04525916561315	0.47787610619469
LOC642423	chr15	1.99297297297297	2.82616216216216
LOC645752	chr15	11.3711468752931	0.926212006686933
LOC646214	chr15	5.74822895254563	1.68436978941518
LOC646938	chr15	3.38026480836237	1.64638327526132
LOC727751	chr15	3.95320276982274	1.53047116585443
LOC727924	chr15	4.0438394085282	0.823246217331499
LOC729739	chr15	5.65504201680672	0.640756302521008
LOC91450	chr15	3.39531478770132	5.54904831625183
LOXL1	chr15	9.9669083381051	0.755450821477338
LOXL1-AS1	chr15	10.5879838987924	0.680772857964347
LPCAT4	chr15	2.40083322346737	7.27593935398813
LRRC28	chr15	2.31946941389986	2.74124319419238
LRRC49	chr15	3.87398248238909	1.71337914090754
LRRC57	chr15	3.37026807473599	7.60664500406174
LRRK1	chr15	2.07158526075196	6.32895797896475
LTK	chr15	13.4283015647226	0.862446657183499
LUNAR1	chr15	4.24276052268698	1.92133429640817
LYSMD2	chr15	3.09992230597867	2.42118079826207
LYSMD4	chr15	2.51456456456456	2.35540540540541
MAGEL2	chr15	1.60747091243111	1.17301931447675
MAN2A2	chr15	2.04531002446569	8.17078990763394
MAN2C1	chr15	2.31258220078913	6.73592722490136
MAP1A	chr15	9.04936627706268	1.20674807758696
MAP2K1	chr15	2.11513785957959	5.49741111744532
MAP2K5	chr15	2.28755641521599	3.17676644536219
MAPK6	chr15	2.30123108489356	6.50726682055228
MAPKBP1	chr15	2.39791102179949	4.57918560527254
MCTP2	chr15	3.27195710163458	1.38132389727883
MEF2A	chr15	2.56424024024024	5.3026051051051
MEGF11	chr15	6.86224583666391	1.22751826170173
MEIS2	chr15	3.67627271881321	2.83230075276348
MESDC1	chr15	1.22333270306043	3.08873342157154
MESDC2	chr15	2.37390855478775	4.60133335281256
MESP1	chr15	10.6785714285714	1.55
MESP2	chr15	6.36773252279635	2.20911854103343
MEX3B	chr15	14.9149877149877	1.57886977886978
MFAP1	chr15	1.68178075463273	7.00473319937486
MFGE8	chr15	7.32640530878793	1.26878905590272
MGA	chr15	2.16310400986164	5.68163999428671
MGC15885	chr15	5.98390039090777	0.961633125814391
MIR1179	chr15	11.1316082359488	0.744296048970506
MIR1233-1	chr15	2.68235294117647	3.15011764705882
MIR1233-2	chr15	2.68235294117647	3.15011764705882
MIR1282	chr15	1.04583484903601	6.40523826846126
MIR211	chr15	5.52344601962923	1.69705561613959
MIR3174	chr15	1.99319727891156	3.51156462585034
MIR3175	chr15	0.513112582781457	0
MIR3529	chr15	3.91119860017498	0.877515310586177
MIR3942	chr15	1.54666666666667	0.938961038961039
MIR4312	chr15	4.32167832167832	4.36363636363636
MIR4508	chr15	0.6299938537185	0.6719934439664
MIR4510	chr15	0.264705882352941	3.76
MIR4512	chr15	2.11688311688312	5.72363636363636
MIR4513	chr15	1.7906976744186	3.34837209302326
MIR4514	chr15	0.844762879563289	0.890481064483112
MIR4713	chr15	1.44847222222222	0
MIR5094	chr15	0.598099386260147	2.49455553355771
MIR548H4	chr15	7.87086323778717	1.01814967218044
MIR549A	chr15	6.21552055320784	0
MIR5572	chr15	3.19263363754889	0.549054758800521
MIR6085	chr15	0.143947509373326	0.572442420996251
MIR626	chr15	1.51176705225369	0.943358595931392
MIR628	chr15	1.49892933618844	0.67937187723055
MIR629	chr15	2.85553047404063	10.2009029345372
MIR630	chr15	0.00934065934065934	1.03937728937729
MIR6882	chr15	0.300593765462642	0.915388421573478
MIR7-2	chr15	4.02989392478303	0.977820636451302
MIR7706	chr15	0.0907462686567164	0
MIR7973-1	chr15	4.84844036697248	0.538715596330275
MIR7973-2	chr15	4.75603603603604	0.511711711711712
MIR9-3	chr15	4.74890510948905	0
MIR9-3HG	chr15	12.3618476435981	0.80339180146202
MKRN3	chr15	2.58945109368551	0.591415600495254
MNS1	chr15	2.61972009072158	3.15434654907632
MORF4L1	chr15	2.49268961642998	7.77691475212108
MPI	chr15	2.27232380614238	6.09902608796172
MRPL42P5	chr15	3.23747508305648	4.10730897009967
MRPL46	chr15	2.42144530276601	6.99165213057563
MRPS11	chr15	2.23997780438336	5.90814786872878
MTFMT	chr15	1.87627903636951	5.18780741751337
MTHFS	chr15	2.34897051146028	4.47004496539181
MTMR10	chr15	2.11153862650324	5.66134050380244
MYEF2	chr15	2.27113818098781	4.08681603149231
MYO1E	chr15	2.27732484262535	6.45037609218578
MYO5A	chr15	2.21280323062898	4.130209916004
MYO5C	chr15	3.84819381369442	1.13637854813512
MYO9A	chr15	2.34305731561606	3.17573322712625
MYZAP	chr15	8.75328830909431	1.11363834966606
NBEAP1	chr15	6.04944966442953	1.17213858153455
NDN	chr15	2.42702702702703	0.766216216216216
NDUFAF1	chr15	1.83369171093684	4.94856227337887
NDUFAF4P1	chr15	1.94025887819449	1.00941254563558
NEDD4	chr15	2.36378231929625	1.9557908820283
NEIL1	chr15	5.85347567567568	2.36432972972973
NEO1	chr15	5.83568639133378	0.986256465809072
NF1P2	chr15	5.49539384515889	1.90919786169839
NGRN	chr15	1.47860203583504	3.91950677104992
NIPA1	chr15	2.39990031566705	5.89034723375976
NIPA2	chr15	2.08646702440713	8.65783624718712
NMB	chr15	4.87132474701012	1.56209751609936
