chrom	start	end	size	num_data	min	max	mean	median	sum	name	norm_sum	percentile
chr15	55700723	55710911	10188	5700	0.04	3	1.33	1	7560	C15orf65	1.21780704523928	0.385514018691589
chr15	62359176	62363117	3941	2468	0.04	5	1.39	1	3418.6	C2CD4A	1.05035148952905	0.294392523364486
chr15	62455737	62457483	1746	459	0.04	2	1.17	1	538	C2CD4B	0.390704429920116	0.0175233644859813
chr15	63613577	63674366	60789	35639	0.04	6	1.45	1	51538	CA12	0.839123083976784	0.121495327102804
chr15	68483043	68498449	15406	15106	0.16	26.96	5.91	5.08	89240.32	CALML4	5.66320428076802	0.81892523364486
chr15	42651698	42704516	52818	45668	0.04	10	2.69	2.08	123007.8	CAPN3	2.3516112677478	0.547897196261682
chr15	44580909	44707960	127051	115036	0.04	14.96	3.53	3	405981.6	CASC4	3.86893069725865	0.662383177570093
chr15	43922760	43941044	18284	14634	0.04	7.44	2.14	2	31325	CATSPER2	1.56077169136331	0.450934579439252
chr15	44028146	44038497	10351	9003	0.04	8	2.18	2	19658.28	CATSPER2P1	2.31301094246382	0.538551401869159
chr15	74528630	74628483	99853	59534	0.04	6	1.4	1	83492	CCDC33	0.881461148648649	0.147196261682243
chr15	59397284	59417245	19961	19471	0.12	23.6	8.4	7.88	163612	CCNB2	8.41748485889914	0.974299065420561
chr15	43477466	43489376	11910	11560	0.12	18.88	6.46	6.12	74685.56	CCNDBP1	5.39129141702158	0.794392523364486
chr15	55647421	55700709	53288	48603	0.04	16.68	3.7	3	179853	CCPG1	3.7681332495286	0.654205607476635
chr15	73976622	74006860	30238	19361	0.04	7	1.63	1.12	31476.96	CD276	1.03839804704252	0.287383177570093
chr15	43015760	43029418	13658	12889	0.04	18	7.27	7.08	93722.04	CDAN1	6.91777679362267	0.906542056074766
chr15	72577068	72612526	35458	24431	0.04	6	1.59	1.2	38942.88	CELF6	1.15215621301775	0.357476635514019
chr15	81071684	81244004	172320	113330	0.04	11.6	1.8	1	203917.8	CEMIP	1.22167184888298	0.38785046728972
chr15	49030135	49103344	73209	72264	0.08	21.48	5.68	5	410219	CEP152	5.94261915109373	0.841121495327103
chr15	100940600	101084926	144326	75499	0.04	6.56	1.45	1	109636.32	CERS3	0.96024804028903	0.20911214953271
chr15	100913144	100978120	64976	30775	0.04	5.8	1.56	1	48006	CERS3-AS1	1.08121621621622	0.316588785046729
chr15	81426644	81441517	14873	7805	0.04	6.92	1.52	1	11861.6	CFAP161	0.736974215594905	0.066588785046729
chr15	57668703	57842926	174223	105827	0.04	7	1.48	1	156753	CGNL1	0.951806424190904	0.204439252336449
chr15	41245636	41248718	3082	2682	0.04	6	1.97	1.8	5279.28	CHAC1	2.19512681912682	0.523364485981308
chr15	93443551	93571238	127687	127289	0.12	28.52	10.6	10.08	1348697.56	CHD2	9.48284450694322	0.98714953271028
chr15	20487997	20496812	8815	7863	0.04	5.52	1.9	1.92	14944	CHEK2P2	1.45809347253391	0.435747663551402
chr15	41523437	41574084	50647	47935	0.04	16.4	3.77	3	180643.8	CHP1	3.95624308482354	0.667056074766355
chr15	30653443	30685865	32422	14900	0.04	4	1.31	1	19467	CHRFAM7A	0.992707802141764	0.246495327102804
chr15	34260515	34357296	96781	74056	0.04	10.96	2.2	2	163090	CHRM5	1.93940965078972	0.504672897196262
chr15	78885395	78913638	28243	18479	0.04	9.4	2.17	1.88	40034	CHRNA3	1.78277520484503	0.485981308411215
chr15	78857862	78887612	29750	25725	0.04	11	2.81	2.04	72198	CHRNA5	2.46704254228601	0.559579439252336
chr15	32322686	32462385	139699	76600	0.04	7	1.48	1	113022	CHRNA7	1.04473942060602	0.29088785046729
chr15	78916636	78933588	16952	9113	0.04	5	1.34	1	12221	CHRNB4	0.800851900393185	0.0981308411214953
chr15	40763160	40765358	2198	1484	0.16	8	3.42	3.4	5072	CHST14	2.65917288818052	0.573598130841122
chr15	101715928	101792138	76210	73196	0.04	22.28	5.49	5	401697	CHSY1	4.43457381627899	0.704439252336449
chr15	90773477	90808992	35515	25815	0.04	18.6	2.73	2	70432.04	CIB1	1.87484600780901	0.492990654205608
chr15	78396948	78423878	26930	18926	0.08	6	1.63	1.28	30794.8	CIB2	0.985894209774807	0.238317757009346
chr15	65488337	65503841	15504	8167	0.04	4	1.42	1	11634	CILP	0.832479434881418	0.119158878504673
chr15	43984984	43991421	6437	3912	0.04	3.28	1.42	1	5555	CKMT1A	0.744837758112094	0.0689252336448598
chr15	43885055	43891605	6550	4250	0.12	3.2	1.44	1	6103	CKMT1B	1.14160119715675	0.350467289719626
chr15	74900713	74922543	21830	19519	0.04	21.96	8.38	8.76	163607.28	CLK3	6.69972481572482	0.897196261682243
chr15	68499330	68522081	22751	21019	0.08	13	4.64	4.48	97563.56	CLN6	4.81771566836206	0.748831775700935
chr15	65440558	65477759	37201	35976	0.12	19.96	5.98	5.36	215001.2	CLPX	6.93400157384832	0.907710280373832
chr15	75628337	75634269	5932	5095	0.04	11.48	3.59	3	18311.6	COMMD4	4.48154674498287	0.710280373831776
chr15	49417471	49447855	30384	29678	0.08	25.52	6.64	6	197158.2	COPS2	5.97666424154238	0.845794392523365
chr15	68810712	69020145	209433	114821	0.04	5.56	1.37	1	157558	CORO2B	0.913803503073889	0.175233644859813
chr15	75212617	75230496	17879	17182	0.04	25.24	6.8	6	116878.12	COX5A	7.09499481585983	0.924065420560748
chr15	83211951	83316768	104817	71519	0.04	6.88	1.62	1.04	116029	CPEB1	1.33160405789836	0.417056074766355
chr15	83316521	83361573	45052	26349	0.04	5	1.36	1	35855.08	CPEB1-AS1	1.01471855101174	0.260514018691589
chr15	75118951	75124137	5186	2563	0.12	3	1.24	1	3177	CPLX3	0.780589680589681	0.0876168224299065
chr15	78632666	78640573	7907	4125	0.04	5.04	1.33	1	5481	CRABP1	0.763583170799666	0.080607476635514
chr15	92006569	92038081	31512	18850	0.04	5	1.46	1	27594	CRAT37	0.906504599211564	0.167056074766355
chr15	91073118	91188578	115460	111860	0.08	24.04	5.61	5	627002.36	CRTC3	4.79377927290799	0.746495327102804
chr15	91163241	91260372	97131	84081	0.04	24.04	3.81	2.96	320203.4	CRTC3-AS1	3.15378114842904	0.613317757009346
chr15	75074425	75095540	21115	20466	0.04	19.76	7.94	7.6	162448.12	CSK	6.0979024024024	0.853971962616822
chr15	37091301	37110708	19407	16973	0.08	11.68	2.87	2.4	48635.04	CSNK1A1P1	2.55201842006393	0.566588785046729
chr15	64457716	64648459	190743	176033	0.04	23.2	4.15	3.68	731257.48	CSNK1G1	4.31654632602947	0.692757009345794
chr15	75966663	76005190	38527	20716	0.04	5	1.4	1	29059	CSPG4	0.912972446511043	0.174065420560748
chr15	71402583	71407840	5257	3291	0.12	6	1.87	1.68	6163	CT62	0.844431656253425	0.123831775700935
chr15	44719579	44819430	99851	96231	0.04	17.36	5.25	4.92	504745.72	CTDSPL2	6.07585670606929	0.852803738317757
chr15	79214092	79237441	23349	23124	0.08	27.08	9.38	9.16	216975.16	CTSH	7.61583573183573	0.947429906542056
chr15	48483867	48495952	12085	7182	0.04	4	1.39	1	10018.12	CTXN2	0.8985666875953	0.164719626168224
chr15	22014420	22016879	2459	1654	0.04	4	1.41	1	2330	CXADRP2	1.14496314496314	0.353971962616822
chr15	22892170	23003604	111434	104305	0.04	19.08	4.76	4.08	496910	CYFIP1	4.92601900816222	0.754672897196262
chr15	74630103	74660082	29979	16529	0.04	7.88	1.42	1	23529.4	CYP11A1	1.12534339870982	0.344626168224299
chr15	51500254	51630796	130542	82150	0.04	7.6	1.6	1	131544	CYP19A1	1.03380959117273	0.281542056074766
chr15	75011883	75017952	6069	3275	0.04	5.76	1.67	1.08	5481	CYP1A1	0.798630336587498	0.0969626168224299
chr15	75041184	75048942	7758	4533	0.04	3	1.27	1	5749.4	CYP1A2	0.803774640011184	0.101635514018692
chr15	64199235	64338522	139287	128789	0.04	15	3.75	3.24	482515.4	DAPK2	3.05103700331335	0.603971962616822
chr15	51236326	51238763	2437	2437	0.16	10.48	5.13	5.04	12491.16	DCAF13P3	5.87266572637518	0.832943925233645
chr15	102516761	102519297	2536	2536	0.84	8.12	3.37	3	8551.68	DDX11L9	2.54583993236243	0.565420560747664
chr15	65951461	66084632	133171	129938	0.04	30.24	6.24	5.64	811031.8	DENND4A	5.53447110136706	0.807242990654206
chr15	89045155	89089935	44780	37594	0.04	13.28	2.95	2.6	110816.68	DET1	2.60738994376603	0.572429906542056
chr15	66585595	66626237	40642	39092	0.04	18.96	5.85	5.12	228520	DIS3L	5.51660872923909	0.804906542056075
chr15	40650436	40663258	12822	7859	0.04	3.8	1.4	1	10979	DISP2	0.821904476718072	0.11214953271028
chr15	30488239	30506744	18505	8255	0.04	4	1.19	1	9825.4	DKFZP434L187	0.785089892129445	0.0899532710280374
chr15	41221531	41231259	9728	5410	0.04	3	1.23	1	6655	DLL4	0.758577453550667	0.0782710280373832
chr15	51739921	51914968	175047	148553	0.04	14.76	2.86	2.28	424795	DMXL2	2.6057730575598	0.571261682242991
chr15	78556487	78574539	18052	15765	0.04	14.92	3.72	3	58618.4	DNAJA4	2.77103672314782	0.579439252336449
chr15	41060067	41099677	39610	37457	0.04	15.36	4.49	4	168261.96	DNAJC17	4.81467081151982	0.747663551401869
chr15	76020011	76032419	12408	7758	0.04	5	1.47	1	11410.4	DNM1P35	0.922574385510996	0.18107476635514
chr15	85045806	85050250	4444	1869	0.08	2	1.12	1	2098	DNM1P41	1.21131639722864	0.383177570093458
chr15	100330361	100347133	16772	11488	0.04	6.12	1.71	1.12	19659.64	DNM1P46	1.93215135135135	0.502336448598131
chr15	35663170	35838405	175235	140135	0.04	11.4	2.32	2	324598.48	DPH6	2.10782339915713	0.521028037383178
chr15	35838396	36151203	312807	196807	0.04	11.12	1.6	1	315222	DPH6-AS1	1.16405277754185	0.365654205607477
chr15	65734801	65810052	75251	74148	0.04	22.6	6.48	6	480507.48	DPP8	7.99566493610224	0.960280373831776
chr15	69854059	69863780	9721	5425	0.12	3	1.36	1	7371	DRAIC	1.05787225736822	0.297897196261682
chr15	49913226	49937334	24108	23233	0.04	18.08	4.34	4	100884	DTWD1	4.48840925835626	0.711448598130841
chr15	45422192	45457777	35585	22178	0.04	6	1.89	1.76	41959.32	DUOX1	1.24477931805398	0.391355140186916
chr15	45384852	45406360	21508	12608	0.04	4	1.35	1	17051.24	DUOX2	1.04738375807133	0.293224299065421
chr15	45409564	45422076	12512	6352	0.04	4	1.42	1	9030	DUOXA1	0.683734538361824	0.0560747663551402
chr15	45406523	45410302	3779	2404	0.04	3	1.3	1	3126	DUOXA2	0.710486840310923	0.0607476635514019
chr15	48623621	48635571	11950	11347	0.68	18.8	7.85	7.76	89104.16	DUT	6.65254292967	0.891355140186916
chr15	55709954	55800433	90479	49554	0.04	5	1.39	1	68969	DYX1C1	1.12722072403367	0.34696261682243
chr15	55647421	55790783	143362	98253	0.04	16.68	2.53	2	249027	DYX1C1-CCPG1	2.32904162752617	0.543224299065421
chr15	74922899	74988387	65488	63375	0.04	20.88	5.25	4.6	332422	EDC3	4.99882706766917	0.759345794392523
chr15	82422561	82555105	132544	127213	0.04	19.28	4.57	4	580878.64	EFL1	4.57536067045795	0.717289719626168
chr15	84748939	84795354	46415	42155	0.04	12.84	2.94	2.64	123968.6	EFTUD1P1	2.72461814914645	0.574766355140187
chr15	42191639	42264756	73117	71960	0.04	24.08	8.23	7.96	592113.8	EHD4	7.40244033554614	0.938084112149533
chr15	42213615	42221485	7870	7845	0.32	21.48	8.41	7.84	65956.64	EHD4-AS1	6.30741512862198	0.869158878504673
chr15	49170290	49172381	2091	1991	0.76	7.52	3.04	2.8	6056.8	EID1	2.96896139291386	0.594626168224299
chr15	40226325	40327798	101473	98498	0.04	20.2	5.98	5.6	588573.24	EIF2AK4	5.61932041893814	0.816588785046729
chr15	44829266	44855002	25736	25353	0.04	20.76	6.42	5.8	162748.2	EIF3J	6.14863425138842	0.85981308411215
chr15	44826703	44829122	2419	1496	0.08	8.56	3.85	3.36	5755.44	EIF3J-AS1	2.39538523007258	0.553738317757009
chr15	44064798	44069503	4705	3926	0.48	20.28	7.06	6.32	27735.08	ELL3	5.94994636804394	0.842289719626168
chr15	34517198	34522367	5169	5144	0.2	15.36	4.88	3.12	25087	EMC4	5.67836124943413	0.821261682242991
chr15	34376224	34394054	17830	16730	0.04	18.6	4.93	4	82474	EMC7	4.64380630630631	0.731308411214953
chr15	43489426	43513324	23898	16248	0.04	9.32	1.78	1	28892	EPB42	1.43734142579971	0.43107476635514
chr15	76508629	76603811	95182	92095	0.04	24.84	5.76	5.16	530297	ETFA	5.80612915234195	0.829439252336449
chr15	69373190	69388164	14974	7684	0.04	3.68	1.32	1	10126	EWSAT1	0.712195808130539	0.0619158878504673
chr15	41474931	41522956	48025	28418	0.04	5.48	1.45	1	41310	EXD1	1.15474280347289	0.360981308411215
chr15	80445233	80478925	33692	32451	0.04	20.4	5.02	4.56	162853.96	FAH	4.26788510928246	0.689252336448598
chr15	83654955	83659810	4855	4480	0.32	11.32	4.79	5	21481.08	FAM103A1	4.64556228373702	0.732476635514019
chr15	102495088	102496559	1471	836	0.12	2	1.07	1	895	FAM138E	0.568976478067387	0.0350467289719626
chr15	98980391	99057612	77221	41421	0.04	5.44	1.42	1	58733.88	FAM169B	1.00576878949261	0.253504672897196
chr15	93160679	93199032	38353	35778	0.04	14	4.21	3.96	150736.32	FAM174B	3.46090646094503	0.634345794392523
chr15	29412455	29862928	450473	266294	0.04	7.48	1.5	1	399382.84	FAM189A1	1.03098732765586	0.27803738317757
chr15	52873518	52970832	97314	96181	0.04	22.56	5.93	5.44	569977.8	FAM214A	5.54016582264947	0.809579439252336
chr15	75192328	75199236	6908	6746	0.2	19.36	8.2	7.64	55302	FAM219B	5.33885542168675	0.788551401869159
chr15	49620592	49913119	292527	175207	0.04	11.88	1.68	1	293677	FAM227B	1.26502033150694	0.397196261682243
chr15	59063391	59154099	90708	85075	0.04	15.08	3.56	3	302518	FAM63B	3.53336560087234	0.639018691588785
chr15	59730372	59815752	85380	72253	0.04	12.36	2.7	2	195018.88	FAM81A	2.20347668179047	0.525700934579439
chr15	64364758	64386208	21450	20966	0.28	25.36	5.5	4.8	115416	FAM96A	5.09227475764309	0.771028037383178
chr15	38746328	38779912	33584	32409	0.12	21.96	5.63	4.92	182317.52	FAM98B	5.30733348858873	0.785046728971963
chr15	31196076	31235311	39235	37887	0.08	20.2	7.05	6.64	266929.4	FAN1	5.9570381717277	0.843457943925234
chr15	89787194	89860363	73169	71364	0.04	20.8	6.85	6.44	489093.08	FANCI	7.06884058389941	0.921728971962617
chr15	48700503	48937986	237483	218171	0.04	15.24	3.52	3	767568	FBN1	3.05198402341426	0.605140186915888
chr15	63889552	63894621	5069	4069	0.04	7.68	2.78	2.4	11309.2	FBXL22	1.85250950072074	0.490654205607477
chr15	76196200	76227609	31409	30834	0.04	22.16	6.66	6.04	205218.2	FBXO22	5.90301164964763	0.837616822429907
chr15	76225024	76225472	448	448	8.12	15.84	12.82	13.08	5741.76	FBXO22-AS1	7.33302681992337	0.935747663551402
chr15	68570141	68588204	18063	17355	0.28	23.4	6.35	5.4	110156	FEM1B	5.48531022806493	0.800233644859813
chr15	91427665	91439007	11342	10008	0.04	10.6	3.07	2.96	30721	FES	3.46028906890617	0.633177570093458
chr15	49715375	49779524	64149	38649	0.04	7	1.52	1	58820	FGF7	1.088916452228	0.325934579439252
chr15	50641135	50647077	5942	5592	0.24	10.48	3.35	3	18726	FLJ10038	2.95029588036224	0.592289719626168
chr15	33057745	33486935	429190	268454	0.04	7.36	1.56	1	418645	FMN1	1.03551949738427	0.283878504672897
chr15	60296421	60298143	1722	1294	0.08	3	1.37	1	1772	FOXB1	1.61838307821576	0.466121495327103
chr15	44162959	44487493	324534	206709	0.04	16.48	1.9	1	392680.4	FRMD5	1.40698259367812	0.427570093457944
chr15	83424117	83474823	50706	36757	0.04	20.48	3.43	2	125983.08	FSD2	2.9719298907787	0.595794392523365
chr15	39892232	40075040	182808	119808	0.04	7	1.55	1	185709.56	FSIP1	1.09469515753485	0.332943925233645
chr15	91411822	91426689	14867	13792	0.04	13.48	4.89	4.24	67409.64	FURIN	4.71924110893307	0.738317757009346
chr15	90889763	90892680	2917	1681	0.04	2.4	1.22	1	2057	GABARAPL3	0.897469458987784	0.162383177570093
chr15	50569389	50647627	78238	74913	0.04	21.36	4.28	3.64	320939	GABPB1	4.45786998324856	0.706775700934579
chr15	50646371	50650504	4133	3458	0.12	10.96	3.71	3	12845.92	GABPB1-AS1	1.86497096399535	0.491822429906542
chr15	27111866	27194358	82492	50383	0.04	5.76	1.5	1	75541	GABRA5	1.12675447101114	0.345794392523364
chr15	26788694	27018936	230242	138130	0.04	5	1.43	1	197890	GABRB3	1.08376461567951	0.321261682242991
chr15	27216429	27778374	561945	318550	0.04	8.88	1.47	1	468677	GABRG3	1.08205505891914	0.317757009345794
chr15	27402882	27406467	3585	1985	0.12	4	1.43	1	2838	GABRG3-AS1	1.0585602387169	0.299065420560748
chr15	49447956	49622003	174047	155972	0.04	14.88	3.37	3	525169	GALK2	3.37544750457949	0.627336448598131
chr15	42566366	42645865	79499	75016	0.04	16.84	4.81	4.28	361040.6	GANC	4.85720612633343	0.751168224299065
chr15	45653322	45694516	41194	36719	0.04	18.08	3.87	3	142054.24	GATM	2.91722435568333	0.591121495327103
chr15	41056285	41059912	3627	3602	0.44	13	3.56	3	12832	GCHFR	2.32127351664255	0.539719626168224
chr15	59903982	59912211	8229	6454	0.04	4.04	1.35	1	8682.28	GCNT3	0.887305058763413	0.151869158878505
chr15	57884102	58009756	125654	80482	0.04	20.96	2.34	1.28	188417.28	GCOM1	1.75201807649033	0.48481308411215
chr15	90777487	90785313	7826	7314	0.04	16.28	3.77	3	27583.44	GDPGP1	3.04352201257862	0.601635514018692
chr15	35044642	35046783	2141	1034	0.08	3	1.44	1.44	1485	GJD2	0.656127390336149	0.0478971962616822
chr15	69452936	69564545	111609	75450	0.04	7	1.63	1.08	122850	GLCE	1.27518132798224	0.401869158878505
chr15	51633713	51700210	66497	41850	0.04	5.68	1.51	1	63315	GLDN	0.82468251383914	0.115654205607477
chr15	52413123	52483566	70443	60493	0.04	13.64	3.36	3	203119.4	GNB5	2.90839335706791	0.588785046728972
chr15	83140199	83182978	42779	29779	0.04	5.84	1.58	1.16	47164.88	GOLGA2P10	1.53035341146543	0.445093457943925
