name	chrom	h3k27me3_percentile	h3k36me3_percentile
C2CD4A	chr15	0.983644859813084	0.294392523364486
C2CD4B	chr15	0.98481308411215	0.0175233644859813
CA12	chr15	0.873831775700935	0.121495327102804
CALML4	chr15	0.0876168224299065	0.81892523364486
CAPN3	chr15	0.412383177570093	0.547897196261682
CASC4	chr15	0.271028037383178	0.662383177570093
CATSPER2	chr15	0.449766355140187	0.450934579439252
CATSPER2P1	chr15	0.539719626168224	0.538551401869159
CCDC33	chr15	0.891355140186916	0.147196261682243
CCNB2	chr15	0.426401869158879	0.974299065420561
CCNDBP1	chr15	0.178738317757009	0.794392523364486
CCPG1	chr15	0.190420560747664	0.654205607476635
CD276	chr15	0.77803738317757	0.287383177570093
CDAN1	chr15	0.121495327102804	0.906542056074766
CELF6	chr15	0.594626168224299	0.357476635514019
CEMIP	chr15	0.885514018691589	0.38785046728972
CEP152	chr15	0.418224299065421	0.841121495327103
CERS3	chr15	0.706775700934579	0.20911214953271
CERS3-AS1	chr15	0.668224299065421	0.316588785046729
CFAP161	chr15	0.83411214953271	0.066588785046729
CGNL1	chr15	0.882009345794392	0.204439252336449
CHAC1	chr15	0.73481308411215	0.523364485981308
CHD2	chr15	0.217289719626168	0.98714953271028
CHEK2P2	chr15	0.530373831775701	0.435747663551402
CHP1	chr15	0.125	0.667056074766355
CHRFAM7A	chr15	0.774532710280374	0.246495327102804
CHRM5	chr15	0.483644859813084	0.504672897196262
CHRNA3	chr15	0.636682242990654	0.485981308411215
CHRNA5	chr15	0.126168224299065	0.559579439252336
CHRNA7	chr15	0.742990654205608	0.29088785046729
CHRNB4	chr15	0.822429906542056	0.0981308411214953
CHST14	chr15	0.563084112149533	0.573598130841122
CHSY1	chr15	0.267523364485981	0.704439252336449
CIB1	chr15	0.598130841121495	0.492990654205608
CIB2	chr15	0.337616822429907	0.238317757009346
CILP	chr15	0.816588785046729	0.119158878504673
CKMT1A	chr15	0.974299065420561	0.0689252336448598
CKMT1B	chr15	0.990654205607477	0.350467289719626
CLK3	chr15	0.460280373831776	0.897196261682243
CLN6	chr15	0.128504672897196	0.748831775700935
CLPX	chr15	0.158878504672897	0.907710280373832
COMMD4	chr15	0.524532710280374	0.710280373831776
COPS2	chr15	0.313084112149533	0.845794392523365
CORO2B	chr15	0.929906542056075	0.175233644859813
COX5A	chr15	0.0981308411214953	0.924065420560748
CPEB1	chr15	0.897196261682243	0.417056074766355
CPEB1-AS1	chr15	0.860981308411215	0.260514018691589
CPLX3	chr15	0.978971962616822	0.0876168224299065
CRABP1	chr15	0.973130841121495	0.080607476635514
CRAT37	chr15	0.753504672897196	0.167056074766355
CRTC3	chr15	0.115654205607477	0.746495327102804
CRTC3-AS1	chr15	0.261682242990654	0.613317757009346
CSK	chr15	0.146028037383178	0.853971962616822
CSNK1A1P1	chr15	0.453271028037383	0.566588785046729
CSNK1G1	chr15	0.292056074766355	0.692757009345794
CSPG4	chr15	0.655373831775701	0.174065420560748
CT62	chr15	0.657710280373832	0.123831775700935
CTDSPL2	chr15	0.301401869158879	0.852803738317757
CTSH	chr15	0.088785046728972	0.947429906542056
CTXN2	chr15	0.838785046728972	0.164719626168224
CXADRP2	chr15	0.73714953271028	0.353971962616822
CYFIP1	chr15	0.133177570093458	0.754672897196262
CYP11A1	chr15	0.936915887850467	0.344626168224299
CYP19A1	chr15	0.939252336448598	0.281542056074766
CYP1A1	chr15	0.852803738317757	0.0969626168224299
CYP1A2	chr15	0.775700934579439	0.101635514018692
DAPK2	chr15	0.446261682242991	0.603971962616822
DCAF13P3	chr15	0.482476635514019	0.832943925233645
DDX11L9	chr15	0.56892523364486	0.565420560747664
DENND4A	chr15	0.14018691588785	0.807242990654206
DET1	chr15	0.357476635514019	0.572429906542056
DIS3L	chr15	0.223130841121495	0.804906542056075
DISP2	chr15	0.889018691588785	0.11214953271028
DKFZP434L187	chr15	0.807242990654206	0.0899532710280374
DLL4	chr15	0.855140186915888	0.0782710280373832
DMXL2	chr15	0.384345794392523	0.571261682242991
DNAJA4	chr15	0.549065420560748	0.579439252336449
DNAJC17	chr15	0.127336448598131	0.747663551401869
DNM1P35	chr15	0.676401869158878	0.18107476635514
DNM1P41	chr15	0.553738317757009	0.383177570093458
DNM1P46	chr15	0.589953271028037	0.502336448598131
DPH6	chr15	0.411214953271028	0.521028037383178
DPH6-AS1	chr15	0.65303738317757	0.365654205607477
DPP8	chr15	0.288551401869159	0.960280373831776
DRAIC	chr15	0.948598130841122	0.297897196261682
DTWD1	chr15	0.336448598130841	0.711448598130841
DUOX1	chr15	0.731308411214953	0.391355140186916
DUOX2	chr15	0.968457943925234	0.293224299065421
DUOXA1	chr15	0.966121495327103	0.0560747663551402
DUOXA2	chr15	0.991822429906542	0.0607476635514019
DUT	chr15	0.143691588785047	0.891355140186916
DYX1C1	chr15	0.592289719626168	0.34696261682243
DYX1C1-CCPG1	chr15	0.51285046728972	0.543224299065421
EDC3	chr15	0.135514018691589	0.759345794392523
EFL1	chr15	0.495327102803738	0.717289719626168
EFTUD1P1	chr15	0.727803738317757	0.574766355140187
EHD4	chr15	0.150700934579439	0.938084112149533
EHD4-AS1	chr15	0.113317757009346	0.869158878504673
EID1	chr15	0.586448598130841	0.594626168224299
EIF2AK4	chr15	0.252336448598131	0.816588785046729
EIF3J	chr15	0.308411214953271	0.85981308411215
EIF3J-AS1	chr15	0.505841121495327	0.553738317757009
ELL3	chr15	0.0899532710280374	0.842289719626168
EMC4	chr15	0.20911214953271	0.821261682242991
EMC7	chr15	0.0992990654205607	0.731308411214953
EPB42	chr15	0.768691588785047	0.43107476635514
ETFA	chr15	0.244158878504673	0.829439252336449
EWSAT1	chr15	0.924065420560748	0.0619158878504673
EXD1	chr15	0.720794392523365	0.360981308411215
FAH	chr15	0.212616822429907	0.689252336448598
FAM103A1	chr15	0.358644859813084	0.732476635514019
FAM138E	chr15	0.976635514018692	0.0350467289719626
FAM169B	chr15	0.697429906542056	0.253504672897196
FAM174B	chr15	0.422897196261682	0.634345794392523
FAM189A1	chr15	0.610981308411215	0.27803738317757
FAM214A	chr15	0.225467289719626	0.809579439252336
FAM219B	chr15	0.106308411214953	0.788551401869159
FAM227B	chr15	0.626168224299065	0.397196261682243
FAM63B	chr15	0.202102803738318	0.639018691588785
FAM81A	chr15	0.34696261682243	0.525700934579439
FAM96A	chr15	0.102803738317757	0.771028037383178
FAM98B	chr15	0.398364485981308	0.785046728971963
FAN1	chr15	0.13785046728972	0.843457943925234
FANCI	chr15	0.320093457943925	0.921728971962617
FBN1	chr15	0.377336448598131	0.605140186915888
FBXL22	chr15	0.144859813084112	0.490654205607477
FBXO22	chr15	0.216121495327103	0.837616822429907
FBXO22-AS1	chr15	0.0537383177570093	0.935747663551402
FEM1B	chr15	0.464953271028037	0.800233644859813
FES	chr15	0.518691588785047	0.633177570093458
FGF7	chr15	0.741822429906542	0.325934579439252
FLJ10038	chr15	0.378504672897196	0.592289719626168
FMN1	chr15	0.892523364485981	0.283878504672897
FOXB1	chr15	0.996495327102804	0.466121495327103
FRMD5	chr15	0.732476635514019	0.427570093457944
FSD2	chr15	0.688084112149533	0.595794392523365
FSIP1	chr15	0.760514018691589	0.332943925233645
FURIN	chr15	0.27803738317757	0.738317757009346
GABARAPL3	chr15	0.740654205607477	0.162383177570093
GABPB1	chr15	0.254672897196262	0.706775700934579
GABPB1-AS1	chr15	0.0864485981308411	0.491822429906542
GABRA5	chr15	0.44392523364486	0.345794392523364
GABRB3	chr15	0.432242990654206	0.321261682242991
GABRG3	chr15	0.441588785046729	0.317757009345794
GABRG3-AS1	chr15	0.264018691588785	0.299065420560748
GALK2	chr15	0.396028037383178	0.627336448598131
GANC	chr15	0.214953271028037	0.751168224299065
GATM	chr15	0.228971962616822	0.591121495327103
GCHFR	chr15	0.0654205607476635	0.539719626168224
GCNT3	chr15	0.682242990654206	0.151869158878505
GCOM1	chr15	0.89018691588785	0.48481308411215
GDPGP1	chr15	0.0525700934579439	0.601635514018692
GJD2	chr15	0.969626168224299	0.0478971962616822
GLCE	chr15	0.670560747663551	0.401869158878505
GLDN	chr15	0.933411214953271	0.115654205607477
GNB5	chr15	0.392523364485981	0.588785046728972
GOLGA2P10	chr15	0.606308411214953	0.445093457943925
GOLGA2P11	chr15	0.746495327102804	0.0198598130841121
GOLGA2P7	chr15	0.672897196261682	0.45911214953271
GOLGA6A	chr15	0.898364485981308	0.0759345794392523
GOLGA6B	chr15	0.957943925233645	0.211448598130841
GOLGA6C	chr15	0.94392523364486	0.149532710280374
GOLGA6D	chr15	0.963785046728972	0.379672897196262
GOLGA6L1	chr15	0.75	0.105140186915888
GOLGA6L10	chr15	0.662383177570093	0.481308411214953
GOLGA6L17P	chr15	0.658878504672897	0.483644859813084
GOLGA6L2	chr15	0.650700934579439	0.150700934579439
GOLGA6L22	chr15	0.802570093457944	0.207943925233645
GOLGA6L3	chr15	0.59696261682243	0.414719626168224
GOLGA6L6	chr15	0.781542056074766	0.113317757009346
GOLGA6L7P	chr15	0.831775700934579	0.44392523364486
GOLGA6L9	chr15	0.651869158878505	0.48714953271028
GOLGA8A	chr15	0.241822429906542	0.889018691588785
GOLGA8B	chr15	0.307242990654206	0.83411214953271
GOLGA8CP	chr15	0.72196261682243	0.135514018691589
GOLGA8DP	chr15	0.858644859813084	0.411214953271028
GOLGA8EP	chr15	0.86214953271028	0.407710280373832
GOLGA8F	chr15	0.801401869158878	0.129672897196262
GOLGA8G	chr15	0.794392523364486	0.0957943925233645
GOLGA8H	chr15	0.64018691588785	0.47196261682243
GOLGA8K	chr15	0.739485981308411	0.460280373831776
GOLGA8M	chr15	0.710280373831776	0.341121495327103
GOLGA8O	chr15	0.692757009345794	0.23714953271028
GOLGA8S	chr15	0.698598130841122	0.322429906542056
GOLGA8T	chr15	0.761682242990654	0.474299065420561
GPR176	chr15	0.827102803738318	0.22196261682243
GRAMD2	chr15	0.820093457943925	0.196261682242991
GREM1	chr15	0.977803738317757	0.170560747663551
GTF2A2	chr15	0.15303738317757	0.848130841121495
HACD3	chr15	0.151869158878505	0.707943925233645
HAPLN3	chr15	0.608644859813084	0.467289719626168
HAUS2	chr15	0.314252336448598	0.872663551401869
HCN4	chr15	0.921728971962617	0.157710280373832
HDC	chr15	0.649532710280374	0.224299065420561
HDDC3	chr15	0.478971962616822	0.392523364485981
HDGFRP3	chr15	0.447429906542056	0.671728971962617
HERC1	chr15	0.281542056074766	0.867990654205608
HERC2	chr15	0.279205607476636	0.873831775700935
HERC2P10	chr15	0.622663551401869	0.457943925233645
HERC2P2	chr15	0.342289719626168	0.766355140186916
HERC2P3	chr15	0.327102803738318	0.655373831775701
HERC2P7	chr15	0.580607476635514	0.623831775700935
HERC2P9	chr15	0.149532710280374	0.781542056074766
HEXA	chr15	0.257009345794392	0.866822429906542
HEXA-AS1	chr15	0.543224299065421	0.503504672897196
HIGD2B	chr15	0.689252336448598	0.205607476635514
HMG20A	chr15	0.350467289719626	0.774532710280374
HMGN2P46	chr15	0.76285046728972	0.158878504672897
HOMER2	chr15	0.911214953271028	0.330607476635514
HSP90AB4P	chr15	0.274532710280374	0.913551401869159
HSP90B2P	chr15	0.232476635514019	0.685747663551402
HYKK	chr15	0.599299065420561	0.372663551401869
HYPK	chr15	0.0572429906542056	0.77803738317757
ICE2	chr15	0.404205607476636	0.825934579439252
IDH2	chr15	0.0771028037383178	0.703271028037383
IDH3A	chr15	0.272196261682243	0.934579439252336
IGDCC3	chr15	0.938084112149533	0.217289719626168
IGDCC4	chr15	0.884345794392523	0.328271028037383
IGF1R	chr15	0.735981308411215	0.355140186915888
IGHV1OR15-1	chr15	0.0496495327102804	0.0146028037383178
IGHV1OR15-3	chr15	0.160630841121495	0.0239485981308411
IL16	chr15	0.755841121495327	0.552570093457944
IMP3	chr15	0.080607476635514	0.380841121495327
INAFM2	chr15	0.738317757009346	0.529205607476635
INO80	chr15	0.177570093457944	0.920560747663551
IPW	chr15	0.51518691588785	0.691588785046729
IQCH	chr15	0.696261682242991	0.420560747663551
IQCH-AS1	chr15	0.516355140186916	0.5
IQGAP1	chr15	0.189252336448598	0.885514018691589
IRAIN	chr15	0.98714953271028	0.0432242990654206
IREB2	chr15	0.233644859813084	0.925233644859813
ISG20	chr15	0.122663551401869	0.769859813084112
ISL2	chr15	0.994158878504673	0.461448598130841
ISLR	chr15	0.703271028037383	0.26285046728972
ISLR2	chr15	0.998831775700935	0.36214953271028
ITGA11	chr15	0.867990654205608	0.197429906542056
ITPKA	chr15	0.980140186915888	0.289719626168224
IVD	chr15	0.148364485981308	0.823598130841122
JMJD7	chr15	0.163551401869159	0.542056074766355
JMJD7-PLA2G4B	chr15	0.164719626168224	0.602803738317757
KATNBL1	chr15	0.369158878504673	0.688084112149533
KBTBD13	chr15	0.865654205607477	0.058411214953271
KIAA0101	chr15	0.382009345794392	0.677570093457944
KIAA1024	chr15	0.85981308411215	0.366822429906542
KIF23	chr15	0.321261682242991	0.94392523364486
KIF7	chr15	0.695093457943925	0.649532710280374
KLF13	chr15	0.536214953271028	0.636682242990654
KLHL25	chr15	0.39018691588785	0.518691588785047
KNL1	chr15	0.30607476635514	0.877336448598131
KNSTRN	chr15	0.103971962616822	0.786214953271028
LACTB	chr15	0.33411214953271	0.683411214953271
LARP6	chr15	0.851635514018692	0.41588785046729
LCMT2	chr15	0.400700934579439	0.670560747663551
LCTL	chr15	0.502336448598131	0.626168224299065
LDHAL6B	chr15	0.0911214953271028	0.978971962616822
LEO1	chr15	0.348130841121495	0.969626168224299
LINC00593	chr15	0.839953271028037	0.0373831775700935
LINC00597	chr15	0.16588785046729	0.422897196261682
LINC00923	chr15	0.466121495327103	0.235981308411215
LINC00924	chr15	0.560747663551402	0.255841121495327
LINC00926	chr15	0.574766355140187	0.648364485981308
LINC00927	chr15	0.872663551401869	0.25
LINC00928	chr15	0.879672897196262	0.295560747663551
LINC00929	chr15	0.522196261682243	0.453271028037383
LINC00930	chr15	0.926401869158878	0.323598130841121
LINC00933	chr15	0.900700934579439	0.33411214953271
LINC01169	chr15	0.786214953271028	0.192757009345794
LINC01193	chr15	0.642523364485981	0.276869158878505
LINC01197	chr15	0.605140186915888	0.155373831775701
LINC01314	chr15	0.899532710280374	0.218457943925234
LINC01413	chr15	0.176401869158879	0.0794392523364486
LINC01491	chr15	0.779205607476635	0.185747663551402
LINC01578	chr15	0.383177570093458	0.977803738317757
LINC01580	chr15	0.691588785046729	0.178738317757009
LINC01581	chr15	0.719626168224299	0.179906542056075
LINC01582	chr15	0.705607476635514	0.522196261682243
LINC01583	chr15	0.799065420560748	0.203271028037383
LINC01584	chr15	0.772196261682243	0.176401869158879
LINC01585	chr15	0.55607476635514	0.643691588785047
LINC01586	chr15	0.823598130841122	0.13785046728972
LINGO1	chr15	0.934579439252336	0.110981308411215
LINGO1-AS1	chr15	0.955607476635514	0.0771028037383178
LINGO1-AS2	chr15	0.947429906542056	0.0467289719626168
LINS1	chr15	0.397196261682243	0.686915887850467
LIPC	chr15	0.559579439252336	0.351635514018692
LIPC-AS1	chr15	0.456775700934579	0.358644859813084
LMAN1L	chr15	0.766355140186916	0.0490654205607477
LOC100128108	chr15	0.380841121495327	0.51518691588785
LOC100128714	chr15	0.501168224299065	0.274532710280374
LOC100129973	chr15	0.601635514018692	0.412383177570093
LOC100130111	chr15	0.91588785046729	0.449766355140187
LOC100131315	chr15	1	0.268691588785047
LOC100288637	chr15	0.480140186915888	0.735981308411215
LOC100289656	chr15	0.988317757009346	0.439252336448598
LOC100419583	chr15	0.353971962616822	0.879672897196262
LOC100422556	chr15	0.100467289719626	0.970794392523365
LOC100996255	chr15	0.830607476635514	0.214953271028037
LOC101926911	chr15	0.546728971962617	0.434579439252336
LOC101927079	chr15	0.641355140186916	0.117990654205607
LOC101927153	chr15	0.748831775700935	0.331775700934579
LOC101927286	chr15	0.439252336448598	0.308411214953271
LOC101927310	chr15	0.514018691588785	0.419392523364486
LOC101927751	chr15	0.796728971962617	0.421728971962617
LOC101928042	chr15	0.702102803738318	0.495327102803738
LOC101928134	chr15	0.949766355140187	0.0455607476635514
LOC101928174	chr15	0.913551401869159	0.168224299065421
LOC101928227	chr15	0.615654205607477	0.282710280373832
LOC101928414	chr15	0.547897196261682	0.399532710280374
LOC101928725	chr15	0.275700934579439	0.296728971962617
LOC101928907	chr15	0.785046728971963	0.0268691588785047
LOC101928988	chr15	0.303738317757009	0.582943925233645
LOC101929076	chr15	0.940420560747664	0.0210280373831776
LOC101929151	chr15	0.918224299065421	0.139018691588785
LOC101929439	chr15	0.953271028037383	0.375
LOC101929457	chr15	0.634345794392523	0.184579439252336
LOC101929586	chr15	0.914719626168224	0.396028037383178
LOC101929679	chr15	0.302570093457944	0.656542056074766
LOC102723335	chr15	0.0514018691588785	0.464953271028037
LOC102723344	chr15	0.733644859813084	0.107476635514019
LOC102723481	chr15	0.686915887850467	0.116822429906542
LOC102723493	chr15	0.684579439252336	0.272196261682243
LOC102723640	chr15	0.632009345794392	0.199766355140187
LOC102724034	chr15	0.992990654205608	0.160046728971963
LOC102724452	chr15	0.533878504672897	0.404205607476636
LOC102724760	chr15	0.0496495327102804	0.0146028037383178
LOC102725022	chr15	0.11214953271028	0.772196261682243
LOC103171574	chr15	0.932242990654206	0.103971962616822
LOC105370757	chr15	0.554906542056075	0.600467289719626
LOC105370792	chr15	0.485981308411215	0.580607476635514
LOC105370802	chr15	0.613317757009346	0.247663551401869
LOC105370829	chr15	0.566588785046729	0.19392523364486
LOC105370888	chr15	0.711448598130841	0.408878504672897
LOC105370941	chr15	0.557242990654206	0.619158878504673
LOC105370943	chr15	0.48714953271028	0.384345794392523
LOC105370954	chr15	0.523364485981308	0.342289719626168
LOC105376731	chr15	0.878504672897196	0.0823598130841122
LOC145694	chr15	0.850467289719626	0.364485981308411
LOC145783	chr15	0.473130841121495	0.376168224299065
LOC145845	chr15	0.97196261682243	0.251168224299065
LOC283683	chr15	0.690420560747664	0.220794392523364
LOC283710	chr15	0.179906542056075	0.780373831775701
LOC283731	chr15	0.989485981308411	0.0595794392523364
LOC338963	chr15	0.956775700934579	0.335280373831776
LOC400464	chr15	0.504672897196262	0.544392523364486
LOC440300	chr15	0.565420560747664	0.413551401869159
LOC440311	chr15	0.0782710280373832	0.632009345794392
LOC642131	chr15	0.160630841121495	0.0239485981308411
LOC642423	chr15	0.141355140186916	0.58411214953271
LOC645752	chr15	0.967289719626168	0.186915887850467
LOC646214	chr15	0.764018691588785	0.477803738317757
LOC646938	chr15	0.575934579439252	0.469626168224299
LOC727751	chr15	0.607476635514019	0.446261682242991
LOC727924	chr15	0.616822429906542	0.114485981308411
LOC729739	chr15	0.757009345794392	0.044392523364486
LOC91450	chr15	0.579439252336449	0.810747663551402
LOXL1	chr15	0.950934579439252	0.0747663551401869
LOXL1-AS1	chr15	0.95911214953271	0.0525700934579439
LPCAT4	chr15	0.367990654205608	0.93107476635514
LRRC28	chr15	0.330607476635514	0.575934579439252
LRRC49	chr15	0.602803738317757	0.482476635514019
LRRC57	chr15	0.570093457943925	0.945093457943925
LRRK1	chr15	0.182242990654206	0.871495327102804
LTK	chr15	0.981308411214953	0.136682242990654
LUNAR1	chr15	0.639018691588785	0.501168224299065
LYSMD2	chr15	0.532710280373832	0.55607476635514
LYSMD4	chr15	0.414719626168224	0.549065420560748
MAGEL2	chr15	0.0724299065420561	0.371495327102804
MAN2A2	chr15	0.162383177570093	0.968457943925234
MAN2C1	chr15	0.324766355140187	0.898364485981308
MAP1A	chr15	0.925233644859813	0.382009345794392
MAP2K1	chr15	0.199766355140187	0.801401869158878
MAP2K5	chr15	0.310747663551402	0.617990654205608
MAPK6	chr15	0.316588785046729	0.88785046728972
MAPKBP1	chr15	0.365654205607477	0.719626168224299
MCTP2	chr15	0.558411214953271	0.424065420560748
MEF2A	chr15	0.438084112149533	0.783878504672897
MEGF11	chr15	0.824766355140187	0.389018691588785
MEIS2	chr15	0.593457943925234	0.585280373831776
MESDC1	chr15	0.0478971962616822	0.607476635514019
MESDC2	chr15	0.352803738317757	0.72196261682243
MESP1	chr15	0.960280373831776	0.448598130841121
MESP2	chr15	0.80607476635514	0.526869158878505
MEX3B	chr15	0.985981308411215	0.454439252336449
MFAP1	chr15	0.0817757009345794	0.917056074766355
MFGE8	chr15	0.845794392523365	0.400700934579439
MGA	chr15	0.231308411214953	0.822429906542056
MGC15885	chr15	0.780373831775701	0.210280373831776
MIR1179	chr15	0.964953271028037	0.0677570093457944
MIR1233-1	chr15	0.462032710280374	0.611565420560748
MIR1233-2	chr15	0.462032710280374	0.611565420560748
MIR1282	chr15	0.0420560747663551	0.876168224299065
MIR211	chr15	0.747663551401869	0.478971962616822
MIR3174	chr15	0.142523364485981	0.635514018691589
MIR3175	chr15	0.0245327102803738	0.0058411214953271
MIR3529	chr15	0.603971962616822	0.144859813084112
MIR3942	chr15	0.0677570093457944	0.195093457943925
MIR4312	chr15	0.644859813084112	0.698598130841122
MIR4508	chr15	0.0268691588785047	0.0502336448598131
MIR4510	chr15	0.0163551401869159	0.65303738317757
MIR4512	chr15	0.203271028037383	0.824766355140187
MIR4513	chr15	0.101635514018692	0.625
MIR4514	chr15	0.0315420560747664	0.154205607476636
MIR4713	chr15	0.0595794392523364	0.0058411214953271
MIR5094	chr15	0.0257009345794393	0.564252336448598
MIR548H4	chr15	0.880841121495327	0.26518691588785
MIR549A	chr15	0.797897196261682	0.0058411214953271
MIR5572	chr15	0.544392523364486	0.0315420560747664
MIR6085	chr15	0.0116822429906542	0.036214953271028
MIR626	chr15	0.066588785046729	0.198598130841121
MIR628	chr15	0.0642523364485981	0.0514018691588785
MIR629	chr15	0.496495327102804	0.992990654205608
MIR630	chr15	0.00817757009345794	0.288551401869159
MIR6882	chr15	0.0198598130841121	0.177570093457944
MIR7-2	chr15	0.614485981308411	0.225467289719626
MIR7706	chr15	0.0105140186915888	0.0058411214953271
MIR7973-1	chr15	0.68107476635514	0.0292056074766355
MIR7973-2	chr15	0.675233644859813	0.0280373831775701
MIR9-3	chr15	0.674065420560748	0.0058411214953271
MIR9-3HG	chr15	0.975467289719626	0.100467289719626
MKRN3	chr15	0.442757009345794	0.0385514018691589
MNS1	chr15	0.450934579439252	0.614485981308411
MORF4L1	chr15	0.410046728971963	0.952102803738318
MPI	chr15	0.300233644859813	0.855140186915888
MRPL42P5	chr15	0.550233644859813	0.678738317757009
MRPL46	chr15	0.385514018691589	0.91588785046729
MRPS11	chr15	0.280373831775701	0.838785046728972
MTFMT	chr15	0.116822429906542	0.776869158878505
MTHFS	chr15	0.341121495327103	0.70911214953271
MTMR10	chr15	0.197429906542056	0.817757009345794
MYEF2	chr15	0.299065420560748	0.675233644859813
MYO1E	chr15	0.304906542056075	0.882009345794392
MYO5A	chr15	0.259345794392523	0.682242990654206
MYO5C	chr15	0.600467289719626	0.349299065420561
MYO9A	chr15	0.338785046728972	0.616822429906542
MYZAP	chr15	0.917056074766355	0.338785046728972
NBEAP1	chr15	0.788551401869159	0.370327102803738
NDN	chr15	0.38785046728972	0.0823598130841122
NDUFAF1	chr15	0.108644859813084	0.757009345794392
NDUFAF4P1	chr15	0.123831775700935	0.254672897196262
NEDD4	chr15	0.345794392523364	0.505841121495327
NEIL1	chr15	0.773364485981308	0.550233644859813
NEO1	chr15	0.769859813084112	0.239485981308411
NF1P2	chr15	0.745327102803738	0.497663551401869
NGRN	chr15	0.0619158878504673	0.663551401869159
