name	chrom	h3k27me3_percentile	h3k36me3_percentile
ABCF1	chr6	0.33370251866437	0.984945442612191
ABCF2	chr7	0.402617113791123	0.87771761424235
ABCF3	chr3	0.342645007793913	0.819140208384609
ABCG1	chr21	0.648002297153171	0.330502912462056
ABCG2	chr4	0.74333415374518	0.227787349249323
ABCG4	chr11	0.965788825990647	0.350151776191648
ABCG5	chr2	0.813028140126343	0.31618672573632
ABCG8	chr2	0.864016736401674	0.326482894412995
ABHD1	chr2	0.763885470506194	0.72799245221101
ABHD10	chr3	0.108130281401263	0.694560669456067
ABHD11	chr7	0.45861022233161	0.799450324062679
ABHD11-AS1	chr7	0.151612109278858	0.594306341783575
ABHD12	chr20	0.205431126425466	0.706251538272213
ABHD12B	chr14	0.850192796783986	0.0902453031421774
ABHD13	chr13	0.462302075641972	0.695996390187874
ABHD14A	chr3	0.386003773894495	0.506891459512675
ABHD14A-ACY1	chr3	0.380301911559603	0.528345229305111
ABHD14B	chr3	0.133932233981459	0.611452949380589
ABHD15	chr17	0.460743293133153	0.596480433177455
ABHD16A	chr6	0.0837640495528755	0.784190663713184
ABHD16B	chr20	0.0831897612601526	0.898350972188038
ABHD17A	chr19	0.487898925260481	0.670932808269751
ABHD17B	chr9	0.317786528837476	0.687628189351054
ABHD17C	chr15	0.393633604069243	0.558495364673066
ABHD18	chr4	0.210148494544261	0.76007055541882
ABHD2	chr15	0.077077693001887	0.69017146607597
ABHD3	chr18	0.120805644433506	0.718352613011732
ABHD4	chr14	0.405119369923702	0.828000656329477
ABHD5	chr3	0.214373615555009	0.61251948478136
ABHD6	chr3	0.394987283616375	0.603618016244155
ABHD8	chr19	0.0653868241857412	0.646320452867339
ABI1	chr10	0.285093116744606	0.752276642874723
ABI2	chr2	0.180572647469029	0.714742800886045
ABI3	chr17	0.259783411272459	0.856140782672902
ABI3BP	chr3	0.685823283288211	0.371277381245385
ABL1	chr9	0.165764213635245	0.625564033144639
ABL2	chr1	0.205800311756502	0.602797604397407
ABLIM1	chr10	0.766387726638773	0.478669291984576
ABLIM2	chr4	0.810402822216753	0.169291984576257
ABLIM3	chr5	0.911354499958979	0.290712937894823
ABO	chr9	0.919517597834113	0.391828698006399
ABR	chr17	0.154565591927147	0.776232668799738
ABRA	chr8	0.718516695381081	0.379194355566494
ABRACL	chr6	0.133029780950037	0.745467224546722
ABT1	chr6	0.370908195914349	0.807490360160801
ABTB1	chr3	0.52014111083764	0.544220198539667
ABTB2	chr11	0.531134629584051	0.549716957912872
ACAA1	chr3	0.233612273361227	0.979366642054311
ACAA2	chr18	0.194888834194766	0.701370087784068
ACACA	chr17	0.236934941340553	0.749200098449422
ACACB	chr12	0.642259414225941	0.424645171876282
ACAD10	chr12	0.130363442448109	0.793748461727787
ACAD11	chr3	0.339527442776274	0.670399540569366
ACAD8	chr11	0.0897530560341291	0.677496103043728
ACAD9	chr3	0.126425465583723	0.949831815571417
ACADL	chr2	0.876076790548856	0.207400114857659
ACADM	chr1	0.208220526704406	0.899499548773484
ACADS	chr12	0.120477479694807	0.62228238575765
ACADSB	chr10	0.244605792107638	0.589096726556732
ACADVL	chr17	0.0443842809090163	0.672327508409221
ACAN	chr15	0.854540979571745	0.176142423496595
ACAP1	chr17	0.325662482566248	0.979448683238986
ACAP2	chr3	0.296825006153089	0.752850931167446
ACAP3	chr1	0.111247846418902	0.584461399622611
ACAT1	chr11	0.165025842973173	0.856838132742637
ACAT2	chr6	0.141685125933218	0.891459512675363
ACBD3	chr1	0.092870621051768	0.831692509639839
ACBD4	chr17	0.0328985150545574	0.468044958569202
ACBD5	chr10	0.0874148822709	0.815489375666585
ACBD6	chr1	0.391459512675363	0.667733202067438
ACBD7	chr10	0.67839855607515	0.185618180326524
ACCS	chr11	0.43846911149397	0.754984001968988
ACCSL	chr11	0.841660513577816	0.304618918697186
ACD	chr16	0.502092050209205	0.901140372466978
ACE	chr17	0.889818688981869	0.126999753876446
ACER1	chr19	0.73357125276889	0.307162195422102
ACER2	chr9	0.431618672573632	0.558823529411765
ACER3	chr11	0.270899991795882	0.54618918697186
ACHE	chr7	0.779432275002051	0.461727787349249
ACIN1	chr14	0.359791615390926	0.986791369267372
ACKR1	chr1	0.89724341619493	0.472803347280335
ACKR2	chr3	0.707236032488309	0.154032324226762
ACKR3	chr2	0.546107145787185	0.646689638198376
ACKR4	chr3	0.513905980802363	0.770735909426532
ACLY	chr17	0.24969234555747	0.98543768972024
ACMSD	chr2	0.624087291820494	0.360776109607023
ACO1	chr9	0.404914266962015	0.624046271228156
ACO2	chr22	0.120149314956108	0.827139223890393
ACOD1	chr13	0.798219706292559	0.454918369021249
ACOT1	chr14	0.561612929690705	0.538231192058413
ACOT11	chr1	0.645664123389942	0.224833866601034
ACOT12	chr5	0.794814997128559	0.333333333333333
ACOT13	chr6	0.109155796209697	0.624743621297892
ACOT2	chr14	0.487570760521782	0.55874148822709
ACOT4	chr14	0.584051193699237	0.224341619492985
ACOT6	chr14	0.958446139962261	0.592419394536057
ACOT7	chr1	0.0685454097957175	0.658421527606859
ACOT8	chr20	0.0497169579128723	0.716219542210189
ACOX1	chr17	0.202190499630815	0.759824431864796
ACOX2	chr3	0.745426203954385	0.198621708097465
ACOX3	chr4	0.203216014439248	0.688284518828452
ACOXL	chr2	0.879194355566494	0.387931741734351
ACP1	chr2	0.219255066043154	0.879973746820904
ACP2	chr11	0.145048814504881	0.902329969644762
ACP5	chr19	0.13561407826729	0.607802116662565
ACP6	chr1	0.464517187628189	0.608417425547625
ACP7	chr19	0.877553531873	0.332020674378538
ACPP	chr3	0.839076216260563	0.361063253753384
ACPT	chr19	0.0891377471490688	0.208548691443104
ACR	chr22	0.839650504553286	0.0665354007711871
ACRBP	chr12	0.530273197144967	0.50914759209123
ACRV1	chr11	0.13700877840676	0.674583640987776
ACSBG1	chr15	0.595372877184347	0.48588891623595
ACSBG2	chr19	0.654032324226762	0.361760603823119
ACSF2	chr17	0.491467716793831	0.522971531708918
ACSF3	chr16	0.258470752317663	0.818319796537862
ACSL1	chr4	0.146197391090327	0.847977684797768
ACSL3	chr2	0.944170973828862	0.657806218721798
ACSL5	chr10	0.233940438099926	0.864960210025433
ACSL6	chr5	0.839363360406924	0.307695463122487
ACSM1	chr16	0.709943391582574	0.348100746574781
ACSM2A	chr16	0.712691771269177	0.259045040610386
ACSM2B	chr16	0.691607186807778	0.166871769628353
ACSM3	chr16	0.371851669538108	0.541020592337353
ACSM4	chr12	0.83013372713102	0.30363442448109
ACSM5	chr16	0.825416359012224	0.336163754204611
ACSM6	chr10	0.411354499958979	0.608253343178276
ACSS1	chr20	0.218598736565756	0.706087455902863
ACSS2	chr20	0.556485355648536	0.553039625892198
ACSS3	chr12	0.649191894330954	0.214086471408647
ACTA1	chr1	0.980843383378456	0.0366313889572565
ACTA2	chr10	0.40360160800722	0.619903191402084
ACTA2-AS1	chr10	0.229674296496841	0.833251292148659
ACTB	chr7	0.547173681187956	0.998933464599229
ACTBL2	chr5	0.759209122979736	0.113011731889408
ACTC1	chr15	0.959061448847321	0.112642546558372
ACTG1	chr17	0.58261547296743	0.993764869964722
ACTG1P17	chr15	0.398966281073099	0.609073755025023
ACTG1P20	chr1	0.398268931003364	0.997620805644433
ACTG1P4	chr1	0.34051193699237	0.55595208794815
ACTG2	chr2	0.554803511362704	0.320493887931742
ACTL10	chr20	0.0334728033472803	0.0483222577734022
ACTL6A	chr3	0.13856756091558	0.859299368282878
ACTL6B	chr7	0.809746492739355	0.177414061859053
ACTL7A	chr9	0.107391910739191	0.321232258593814
ACTL7B	chr9	0.111658052342276	0.0114037246697842
ACTL8	chr1	0.826687997374682	0.215563212732792
ACTL9	chr19	0.0203872343916646	0.354212814833046
ACTN1	chr14	0.726474690294528	0.54044630404463
ACTN1-AS1	chr14	0.974198047419805	0.466034949544671
ACTN2	chr1	0.810074657478054	0.143325949626713
ACTN3	chr11	0.753999507752892	0.116990729346132
ACTN4	chr19	0.146320452867339	0.797358273853474
ACTR10	chr14	0.173886290918041	0.730084502420215
ACTR1A	chr10	0.0446714250553778	0.750102551480843
ACTR1B	chr2	0.337148248420707	0.834974157026827
ACTR2	chr2	0.144310443842809	0.934161949298548
ACTR3	chr2	0.415743703339076	0.969562720485684
ACTR3B	chr7	0.447370580031176	0.59717778324719
ACTR3BP2	chr2	0.595413897776684	0.528181146935762
ACTR3BP5	chr10	0.508204118467471	0.390926244974977
ACTR3C	chr7	0.342891131347937	0.585650996800394
ACTR5	chr20	0.313766510788416	0.837189269013045
ACTR6	chr12	0.460661251948478	0.890228894905242
ACTR8	chr3	0.169086881614571	0.934736237591271
ACTRT2	chr1	0.59873656575601	0.0555418820247764
ACTRT3	chr3	0.500410205923373	0.0797850520961523
ACVR1	chr2	0.771679383050291	0.389285421281483
ACVR1B	chr12	0.921691689227992	0.2972762326688
ACVR1C	chr2	0.819960620231356	0.211132988760358
ACVR2A	chr2	0.692509639839199	0.480269095085733
ACVR2B	chr3	0.528878497005497	0.525801952580195
ACVR2B-AS1	chr3	0.942858314874067	0.136147345967676
ACVRL1	chr12	0.880178849782591	0.0992698334563951
ACY1	chr3	0.0995159570104192	0.583107720075478
ACY3	chr11	0.336286815981623	0.138239396176881
ACYP1	chr14	0.321355320370826	0.593732053490852
ACYP2	chr2	0.559315776519813	0.455246533759948
ADA	chr20	0.105833128230372	0.819181228976946
ADAD1	chr4	0.797973582738535	0.317540405283452
ADAD2	chr16	0.662400525063582	0.0719911395520551
ADAL	chr15	0.0659200918861268	0.729592255312167
ADAM10	chr15	0.221306095660021	0.760685864303881
ADAM11	chr17	0.846706046435311	0.107309869554516
ADAM12	chr10	0.652063335794569	0.211543194683731
ADAM15	chr1	0.446180982853392	0.623964230043482
ADAM17	chr2	0.234883911723685	0.832061694970875
ADAM18	chr8	0.618590532447289	0.207851341373369
ADAM19	chr5	0.437648699647223	0.780991057510871
ADAM1A	chr12	0.512470260070555	0.704405611617032
ADAM2	chr8	0.703708261547297	0.271843465419641
ADAM20	chr14	0.638444499138568	0.500533267700386
ADAM20P1	chr14	0.654565591927147	0.368200836820084
ADAM21	chr14	0.931413569611945	0.362416933300517
ADAM21P1	chr14	0.98186889818689	0.567191730248585
ADAM22	chr7	0.356961194519649	0.617811141192879
ADAM23	chr2	0.775330215768316	0.478792353761588
ADAM28	chr8	0.91537451800804	0.35802772992042
ADAM29	chr4	0.547706948888342	0.353966691279022
ADAM30	chr1	0.976864385921733	0.551480843383378
ADAM32	chr8	0.681967347608499	0.21822955123472
ADAM33	chr20	0.965583723028961	0.201780293707441
ADAM3A	chr8	0.569324801050127	0.171466075970137
ADAM5	chr8	0.647510050045123	0.231643284929034
ADAM6	chr14	0.913815735499221	0.43908442037903
ADAM7	chr8	0.857166297481336	0.387357453441628
ADAM8	chr10	0.319181228976946	0.87894823201247
ADAM9	chr8	0.339035195668225	0.76999753876446
ADAMDEC1	chr8	0.829272294691935	0.33292312740996
ADAMTS1	chr21	0.716588727541226	0.0752727869390434
ADAMTS10	chr19	0.584338337845599	0.230658790712938
ADAMTS12	chr5	0.449216506686357	0.588522438264009
ADAMTS13	chr9	0.704856838132743	0.448806300762983
ADAMTS14	chr10	0.773689392074822	0.15887275412257
ADAMTS15	chr11	0.924850274837969	0.176060382311921
ADAMTS16	chr5	0.62601525966035	0.177824267782427
ADAMTS17	chr15	0.711953400607105	0.226146525555829
ADAMTS18	chr16	0.831569447862827	0.293502338173763
ADAMTS19	chr5	0.619985232586759	0.191976372138814
ADAMTS19-AS1	chr5	0.998359176306506	0.128394454015916
ADAMTS2	chr5	0.448724259578308	0.273525309705472
ADAMTS20	chr12	0.658995815899582	0.278283698416605
ADAMTS3	chr4	0.665107884157847	0.272212650750677
ADAMTS4	chr1	0.414266962014932	0.105874148822709
ADAMTS5	chr21	0.538477315612437	0.402576093198786
ADAMTS6	chr5	0.465378620067274	0.524243170071376
ADAMTS7	chr15	0.746328656985807	0.190622692591681
ADAMTS7P1	chr15	0.718188530642383	0.29649684141439
ADAMTS8	chr11	0.966937402576093	0.0757240134547543
ADAMTS9	chr3	0.693083928131922	0.249856427926819
ADAMTS9-AS1	chr3	0.720895889736648	0.178480597259824
ADAMTS9-AS2	chr3	0.586184264500779	0.305111165805234
ADAMTSL1	chr9	0.694478628271392	0.31245385183362
ADAMTSL2	chr9	0.870415948806301	0.0875379440479121
ADAMTSL3	chr15	0.602879645582082	0.385675609155796
ADAMTSL4	chr1	0.617811141192879	0.497661826236771
ADAMTSL4-AS1	chr1	0.0289605381901715	0.58462548199196
ADAMTSL5	chr19	0.807531380753138	0.234022479284601
ADAP1	chr7	0.33493313643449	0.662564607432931
ADAP2	chr17	0.508819427352531	0.493231602264337
ADAR	chr1	0.117647058823529	0.948026909508573
ADARB1	chr21	0.860365903683649	0.40840101731069
ADARB2	chr10	0.644351464435146	0.481417671671179
ADARB2-AS1	chr10	0.606899663631143	0.436212978915416
ADAT1	chr16	0.396833210271556	0.967962917384527
ADAT2	chr6	0.221716301583395	0.69513495774879
ADAT3	chr19	0.041676921814751	0.698170481581754
ADCK1	chr14	0.193904339978669	0.556895561571909
ADCK2	chr7	0.0473787841496431	0.64414636147346
ADCK5	chr8	0.343137254901961	0.729264090573468
ADCY1	chr7	0.738698826811059	0.237673312002625
ADCY10	chr1	0.679054885552547	0.308926080892608
ADCY10P1	chr6	0.557798014603331	0.448108950693248
ADCY2	chr5	0.666502584297317	0.238001476741324
ADCY3	chr2	0.330379850685044	0.807859545491837
ADCY4	chr14	0.922183936336041	0.310197719255066
ADCY5	chr3	0.886331938633194	0.153499056526376
ADCY6	chr12	0.915046353269341	0.237960456148987
ADCY7	chr16	0.055254737878415	0.766387726638773
ADCY8	chr8	0.799737468209041	0.185495118549512
ADCY9	chr16	0.648494544261219	0.203954385101321
ADCYAP1	chr18	0.989334645992288	0.388916235950447
ADCYAP1R1	chr7	0.881696611699073	0.0985724833866601
ADD1	chr4	0.246451718762819	0.874148822709
ADD2	chr2	0.858232832882107	0.166994831405366
ADD3	chr10	0.410246943965871	0.612273361227336
ADD3-AS1	chr10	0.748092542456313	0.348387890721142
ADGB	chr6	0.664574616457462	0.234268602838625
ADGRA1	chr10	0.599721059972106	0.147715153006809
ADGRA1-AS1	chr10	0.105053736975962	0.0207974403150381
ADGRA2	chr8	0.760767905488555	0.414882270899992
ADGRA3	chr4	0.542292230699811	0.424686192468619
ADGRB1	chr8	0.687628189351054	0.0686274509803922
ADGRB2	chr1	0.878825170235458	0.0733858396915252
ADGRB3	chr6	0.64554106161293	0.23636065304783
ADGRD1	chr12	0.60431536631389	0.488186069406842
ADGRE1	chr19	0.562843547460825	0.513208630732628
ADGRE2	chr19	0.533431782754943	0.581918122897695
ADGRE3	chr19	0.659529083599967	0.424973336614981
ADGRE4P	chr19	0.700016408236935	0.456025925014357
ADGRE5	chr19	0.0587825088194273	0.878907211420133
ADGRF1	chr6	0.825703503158586	0.135039789974567
ADGRF2	chr6	0.8146279432275	0.323078185248995
ADGRF3	chr2	0.510665354007712	0.489826893100336
ADGRF4	chr6	0.624538518336205	0.346911149396997
ADGRF5	chr6	0.787308228730823	0.166625646074329
ADGRG1	chr16	0.841742554762491	0.189104930675199
ADGRG3	chr16	0.89506932480105	0.26581343834605
ADGRG5	chr16	0.274550824513906	0.851505455738781
ADGRG6	chr6	0.801050127163836	0.255927475592748
ADGRG7	chr3	0.635080810566905	0.140905734678809
ADGRL1	chr19	0.651324965132496	0.468947411600624
ADGRL2	chr1	0.757158093362868	0.1921814751005
ADGRL3	chr4	0.549019607843137	0.261547296742965
ADGRL3-AS1	chr4	0.479735827385347	0.198744769874477
ADGRL4	chr1	0.721552219214045	0.187259004020018
ADGRV1	chr5	0.689022889490524	0.414143900237919
ADH1A	chr4	0.780416769218148	0.466855361391418
ADH1B	chr4	0.602305357289359	0.106776601854131
ADH1C	chr4	0.632783657396013	0.197062925588645
ADH4	chr4	0.733120026253179	0.197596193289031
ADH5	chr4	0.256296660923784	0.876897202395603
ADH6	chr4	0.700672737714333	0.280498810402822
ADH7	chr4	0.81339732545738	0.273361227336123
ADHFE1	chr8	0.608991713840348	0.440356058741488
ADI1	chr2	0.113791123143818	0.671137911231438
ADIG	chr20	0.858273853474444	0.397284436787267
ADIPOQ	chr3	0.940971367626549	0.409098367380425
ADIPOQ-AS1	chr3	0.931167446057921	0.368775125112807
ADIPOR1	chr1	0.378291902535073	0.893961768807942
ADIPOR2	chr12	0.323980638280417	0.764172614652556
ADIRF	chr10	0.627615062761506	0.262490770366724
ADK	chr10	0.311141192878825	0.644638608581508
ADM	chr11	0.998318155714168	0.0368775125112807
ADM2	chr22	0.804003609812126	0.219788333743539
ADM5	chr19	0.83431782754943	0.661087866108787
ADNP	chr20	0.219952416112889	0.927967839855607
ADNP-AS1	chr20	0.179998359176306	0.962753302157683
ADNP2	chr18	0.0949216506686357	0.707564197227008
ADO	chr10	0.410944294035606	0.739970465173517
ADORA1	chr1	0.932808269751415	0.106366395930757
ADORA2A	chr22	0.0908195914349003	0.620149314956108
ADORA2A-AS1	chr22	0.459430634178358	0.530150135367955
ADORA2B	chr17	0.926491098531463	0.370539010583313
ADORA3	chr1	0.502256132578554	0.404052834522931
ADPGK	chr15	0.393264418738207	0.980351136270408
ADPGK-AS1	chr15	0.670358519977028	0.316555911067356
ADPRH	chr3	0.179383050291246	0.670809746492739
ADPRHL1	chr13	0.410739191073919	0.516039051603905
ADPRHL2	chr1	0.35585363852654	0.92156862745098
ADPRM	chr17	0.192427598654525	0.750881942735253
ADRA1A	chr8	0.832389859709574	0.167446057921076
ADRA1B	chr5	0.908565099680039	0.201082943637706
ADRA1D	chr20	0.924481089506933	0.0986955451636722
ADRA2A	chr10	0.957051439822791	0.11965706784806
ADRA2B	chr2	0.828287800475839	0.0447944868323899
ADRA2C	chr4	0.980638280416769	0.0179465091475921
ADRB1	chr10	0.965296578882599	0.359955697760276
ADRB2	chr5	0.769546312248749	0.485683813274264
ADRB3	chr8	0.991836902124867	0.282508819427353
ADRM1	chr20	0.419763721388137	0.993682828780048
ADSL	chr22	0.121297891541554	0.938551152678645
ADSS	chr1	0.324267782426778	0.839937648699647
ADSSL1	chr14	0.908770202641726	0.359299368282878
ADTRP	chr6	0.325826564935598	0.378127820165723
AEBP1	chr7	0.961686766756912	0.521289687423086
AEBP2	chr12	0.192222495692838	0.846418902288949
AEN	chr15	0.41816391828698	0.977151530068094
AES	chr19	0.247846418902289	0.946468126999754
AFAP1	chr4	0.865124292394782	0.196570678480597
AFAP1-AS1	chr4	0.857904668143408	0.343014193124949
AFAP1L1	chr5	0.844285831487407	0.147058823529412
AFAP1L2	chr10	0.784190663713184	0.491385675609156
AFDN	chr6	0.269710394618098	0.705061941094429
AFDN-AS1	chr6	0.951267536303224	0.10353597505948
AFF1	chr4	0.173845270325704	0.823980638280417
AFF3	chr2	0.779350233817376	0.481007465747805
AFF4	chr5	0.24690294527853	0.859463450652227
AFG3L1P	chr16	0.337845598490442	0.889654606612519
AFG3L2	chr18	0.113503978997457	0.925711707277053
AFM	chr4	0.777504307162195	0.141808187710231
AFMID	chr17	0.0529986052998605	0.804167692181475
AFP	chr4	0.866313889572565	0.0777340224792846
AFTPH	chr2	0.279514316186726	0.799983591763065
AGA	chr4	0.200836820083682	0.691812289769464
AGAP1	chr2	0.802814012634342	0.249446222003446
AGAP11	chr10	0.702272540815489	0.422922306998113
AGAP2	chr12	0.0968496185084913	0.758511772910001
AGAP2-AS1	chr12	0.0131265895479531	0.728689802280745
AGAP3	chr7	0.143613093773074	0.71388136844696
AGAP5	chr10	0.36934941340553	0.810772007547789
AGAP6	chr10	0.259127081795061	0.807244236606777
AGAP7P	chr10	0.471408647140865	0.557018623348921
AGAP9	chr10	0.0957010419230454	0.659652145376979
AGBL1	chr15	0.594101238821889	0.306793010091066
AGBL1-AS1	chr15	0.622200344572976	0.286815981622775
AGBL2	chr11	0.292599885142341	0.461809828533924
AGBL3	chr7	0.425670686684716	0.510829436377061
AGBL4	chr1	0.650791697432111	0.306669948314054
AGBL4-IT1	chr1	0.513126589547953	0.348634014275166
AGBL5	chr2	0.24394946263024	0.890475018459267
AGBL5-AS1	chr2	0.0101731068996636	0.581179752235622
AGER	chr6	0.0270735909426532	0.861268356715071
AGFG1	chr2	0.321109196816802	0.813602428419066
AGFG2	chr7	0.284805972598244	0.866354910164903
AGGF1	chr5	0.395110345393387	0.944294035605874
AGK	chr7	0.294814997128559	0.772910000820412
AGL	chr1	0.296455820822053	0.795594388382968
AGMAT	chr1	0.386660103371893	0.537738944950365
AGMO	chr7	0.527524817458364	0.283575354828124
AGO1	chr1	0.462876363934695	0.769177126917713
AGO2	chr8	0.419025350726065	0.73217655262942
AGO3	chr1	0.257609319878579	0.712937894823201
AGO4	chr1	0.232258593814095	0.600500451226516
AGPAT1	chr6	0.0252686848798097	0.537574862581016
AGPAT2	chr9	0.496103043727951	0.610017228648782
AGPAT3	chr21	0.184551644925753	0.818237755353187
AGPAT4	chr6	0.554147181885306	0.454549183690212
AGPAT4-IT1	chr6	0.157067848059726	0.169045861022233
AGPAT5	chr8	0.210025432767249	0.917097382886209
AGPS	chr2	0.309541389777668	0.687792271720404
AGR2	chr7	0.834481909918779	0.183690212486668
AGR3	chr7	0.752194601690048	0.263434243990483
AGRN	chr1	0.552506358191812	0.645746164574616
AGRP	chr16	0.349864632045287	0.935925834769054
AGT	chr1	0.879645582082205	0.0562802526868488
AGTPBP1	chr9	0.289851505455739	0.634629584051194
AGTR1	chr3	0.814299778488801	0.336902124866683
AGTRAP	chr1	0.0992698334563951	0.523586840593978
AGXT	chr2	0.799245221100993	0.101731068996636
AGXT2	chr5	0.78595454918369	0.228894905242432
AHCTF1	chr1	0.375625564033145	0.950611206825827
AHCTF1P1	chr2	0.653581097711051	0.63343998687341
AHCY	chr20	0.493600787595373	0.858150791697432
AHCYL1	chr1	0.404011813930593	0.83772253671343
AHCYL2	chr7	0.3880958241037	0.540733448190992
AHDC1	chr1	0.430921322503897	0.573631963245549
AHI1	chr6	0.510296168676676	0.542169168922799
AHNAK	chr11	0.724464681269998	0.519484781360243
AHNAK2	chr14	0.902904257937485	0.101197801296251
AHR	chr7	0.427024366231848	0.629748133563049
AHRR	chr5	0.232094511444745	0.821273279186151
AHSA1	chr14	0.0515628845680532	0.876035769956518
AHSA2	chr2	0.130978751333169	0.908442037903027
AHSG	chr3	0.928337025186644	0.0443842809090163
AHSP	chr16	0.946714250553778	0.508901468537206
AICDA	chr12	0.549922060874559	0.661867257363196
AIDA	chr1	0.271433259496267	0.695422101895151
AIF1	chr6	0.0938140946755271	0.0742882927229469
AIF1L	chr9	0.882763147099844	0.30285503322668
AIFM2	chr10	0.283206169497088	0.810977110509476
AIFM3	chr22	0.745672327508409	0.152719665271967
AIG1	chr6	0.464763311182213	0.511034539338748
AIM1	chr6	0.200467634752646	0.860694068422348
AIM1L	chr1	0.791369267372221	0.458733284108623
AIM2	chr1	0.275002051029617	0.698129460989417
AIMP1	chr4	0.318730002461236	0.862129789154155
AIMP2	chr7	0.0862252850931167	0.894782180654689
AIP	chr11	0.0299860529986053	0.670727705308065
AIPL1	chr17	0.770489785872508	0.243252112560505
AIRE	chr21	0.583476905406514	0.0335958651242924
AIRN	chr6	0.505045532857494	0.727664287472311
AJAP1	chr1	0.689145951267536	0.0973418656165395
